user_item_id,score
77464,2.155306
79135,2.4842346
78505,2.3301828
79021,2.2048485
78960,2.1771867
78911,2.2130125
78897,2.3082278
78887,2.363508
78502,2.20954
85479,2.4798098
85480,2.334566
85459,2.3128562
85389,2.2790089
81023,2.4098992
85289,2.3706744
81012,2.1415024
81691,2.3326898
85258,2.1989486
85240,2.3875778
85230,2.3075814
85185,2.4486759
85114,2.3941138
85073,2.244714
85083,2.162931
82418,2.2609518
82760,2.282739
82120,2.378711
84945,2.2645233
82103,2.2711928
84893,2.1950166
84880,2.2459087
84883,2.3513823
82754,2.3203459
82097,2.532438
84836,2.2286265
80992,2.2083323
84734,2.3341634
80990,2.560779
82083,2.3817952
84568,2.2872205
84561,2.3602269
81664,2.3138123
84482,2.2008357
84457,2.2873108
82401,2.4184062
84405,2.3076925
82052,2.1910071
82734,2.407398
80984,2.2727256
84322,2.3868306
84256,2.3167958
82357,2.4916933
80978,2.3958764
84213,2.3019643
84202,2.332315
82355,2.354971
80972,2.2684512
84158,2.177619
84137,2.323718
84040,2.2365413
84026,2.343996
84013,2.2620819
84014,2.314512
82354,2.365261
82021,2.2871437
81621,2.3190005
83934,2.1835926
83887,2.3607833
83860,2.348247
83862,2.2888339
81995,2.3646812
80930,2.3209066
83833,2.5332618
80926,2.2667043
81988,2.326147
83768,2.3271725
83725,2.3545008
83736,2.2820313
83747,2.2879548
80921,2.2355292
83683,2.3696172
83545,2.2217865
81596,2.2050674
82689,2.2544906
83403,2.3179793
81957,2.3398519
80881,2.4350836
80865,2.3733807
80868,2.2549815
80873,2.350282
80844,2.3171897
83321,2.3646915
83309,2.539909
81586,2.3321843
81583,2.236818
82327,2.3831692
81944,2.4183137
83228,2.1952925
80813,2.2023842
80802,2.353653
92647,2.2112699
93549,2.3400185
93429,2.2384508
93398,2.2340198
93119,2.342557
93216,2.2321026
83314,2.1913652
94473,2.4245987
94468,2.345532
7492,2.352429
7490,2.3471286
7488,2.2859514
15798,2.3571491
7479,2.3255742
7478,2.2663422
7475,2.3378668
46868,2.3084226
3664,2.3268175
7465,2.3471398
9661,2.2976143
99534,2.5411336
7362,2.3040516
5057,2.3305867
7444,2.289901
7441,2.3043532
25833,2.2873209
87410,2.3226805
7360,2.3223968
7424,2.3566442
70952,2.3747811
7412,2.2882597
5411,2.3105187
7408,2.3842344
84246,2.3189518
78470,2.321906
88619,2.2701557
7392,2.348943
7387,2.374686
7374,2.249821
57294,2.4224238
56010,2.3999257
17898,2.3077586
95894,2.481448
95972,2.3594944
96730,2.451589
96720,2.192288
96710,2.4167683
96701,2.3598256
96702,2.3674116
96694,2.3095002
96576,2.2278554
95968,2.3482952
95965,2.3220088
96378,2.2407959
96364,2.3374047
96294,2.158328
96176,2.2688026
99273,2.3432732
1725,2.1922748
54179,2.370137
