user_item_id,score
9285,2.4148562
9479,2.3759522
9398,2.3458104
9471,2.556037
9464,2.5499933
9461,2.5574203
9457,2.3703005
9455,2.858949
9397,2.361313
10352,2.519776
10353,2.3512967
10350,2.4492316
10343,2.4637744
9720,2.3798006
10328,2.3979192
9718,2.4659314
9804,2.488878
10315,2.3885436
10312,2.3536625
10310,2.3142118
10303,2.721204
10286,2.3160717
10281,2.6519356
10282,2.6263227
9892,2.4031832
9936,2.4923484
9856,2.3736417
10271,2.3793962
9854,2.3953886
10267,2.4720259
10263,2.3808863
10265,2.3695698
9935,2.349856
9853,2.415783
10254,2.4218156
9715,2.3529162
10231,2.4514098
9714,2.466439
9850,2.90039
10196,2.6099184
10195,2.5153008
9799,2.3529832
10186,2.389303
10183,2.415607
9889,2.3660815
10177,2.5126357
9848,2.43682
9930,2.4047914
9712,2.2898839
10169,2.348899
10158,2.5429344
9880,2.3310702
9710,2.4262803
10152,2.4341016
10151,2.365024
9879,2.4419508
9709,2.4583156
10142,2.2904563
10137,2.3774648
10119,2.5017967
10115,2.4981427
10111,2.520897
10112,2.8352542
9878,2.3707688
9841,2.517655
9791,3.0944533
10103,2.3871932
10098,2.5393875
10089,2.338367
10091,2.335338
9840,2.3561888
9701,2.6293633
10085,2.401819
9699,2.3922558
9839,2.490557
10081,2.5273645
10075,2.371181
10076,2.4516509
10077,2.4022858
9698,2.510681
10066,2.3899755
10051,2.3205163
9786,2.3795323
9924,2.6346893
10012,2.419369
9835,2.779885
9694,2.6575468
9691,2.829646
9692,2.7545166
9693,2.3517683
9689,2.765869
10006,2.4578803
10004,2.6551864
9785,2.9654548
9784,2.518355
9876,2.388927
9833,2.637366
9998,2.6120636
9686,2.550796
9684,2.4290981
11344,2.6865897
11423,2.5813205
11418,2.519086
11413,2.5083508
11382,2.5555496
11398,2.3500876
10005,2.4879205
11522,2.4086075
11520,2.5130484
896,2.693584
895,2.4905639
894,2.5427105
2042,2.5545955
893,2.4234977
892,2.4574702
891,2.3939252
5640,2.4494548
465,2.329174
890,2.4258473
1298,2.4369526
12150,2.667983
879,2.5722694
603,2.4747212
888,2.5131576
887,2.8102272
3197,2.349815
10651,2.6037743
878,2.5688965
886,2.4131076
8448,2.7889588
885,2.6424556
669,2.4346864
884,2.4873257
10156,2.5333319
9392,2.4584103
10809,2.608286
883,2.4661403
882,2.5170257
881,2.741273
6842,2.5882535
6742,2.5562413
2256,2.4715755
11702,2.9590616
11709,2.6936016
11805,2.3432238
11804,2.4845808
11801,2.4655113
11798,2.4804866
11799,2.4520645
11797,2.5981944
11783,2.5016706
11708,2.4173307
11707,2.47711
11754,2.318731
11752,2.39741
11742,2.3288095
11726,2.5742238
12098,2.586988
226,3.1100814
6538,2.4378426
339,2.6055715
340,2.9299786
284,2.4829717
321,2.4526613
283,2.485382
512,2.4834058
510,2.3937037
10403,2.7593381
3180,2.4512424
8475,2.6185596
3179,2.4449863
