user_item_id,score
128905,2.1736972
136007,2.4111044
135094,2.3736124
135102,2.3246696
134585,2.1511364
134588,2.1816516
134592,2.1421463
133633,2.1243846
133634,2.1977506
127061,2.2989137
133389,2.1970947
128711,2.5005033
132917,2.233274
132765,2.4819279
132776,2.5906467
128658,2.265773
132355,2.286558
126987,2.1605396
131870,2.290556
131530,2.2896752
131532,2.2902486
131284,2.3276162
131289,2.2974677
126905,2.4664986
131247,2.2779655
131132,2.2635562
131143,2.3094325
131154,2.3446517
126782,2.3193014
126793,2.292438
126804,2.247072
73878,2.3356957
5725,2.2530098
14961,2.170821
155487,2.2791336
151177,2.244048
151179,2.530713
3707,2.2446394
3718,2.2146213
40023,2.1238918
40024,2.1716018
39934,2.2693481
124806,2.25568
105938,2.1817992
140360,2.1567957
115267,2.1527333
12166,2.198554
12699,2.26459
12164,2.31778
12685,2.2956648
12686,2.268196
12160,2.1500437
136180,2.2800558
140214,2.165038
135182,2.288004
12158,2.2880278
7978,2.401856
12159,2.2823236
133741,2.12367
12157,2.262024
11907,2.2635376
135985,2.246144
12155,2.1838748
12156,2.4240708
12660,2.2356737
111022,2.2945068
13975,2.2738314
54002,2.4056885
12152,2.4410741
135845,2.4190097
12654,2.237238
12147,2.3614016
12148,2.2836976
12149,2.1218073
152148,2.2789702
125298,2.29149
33487,2.301837
5107,2.1147647
109028,2.3100765
135556,2.5347805
130121,2.2893481
12640,2.2798076
12142,2.179791
107460,2.2433345
110959,2.3309276
11900,2.2715044
11901,2.294318
12141,2.3807375
125800,2.3449812
115121,2.2103486
12619,2.557036
12138,2.3507602
12139,2.2197678
12135,2.231381
4974,2.2356467
12608,2.2876031
12604,2.242675
134983,2.14109
12130,2.154696
134872,2.466359
127313,2.26266
12588,2.307827
12589,2.2485528
12591,2.234199
11891,2.190576
11892,2.2727904
131399,2.2240813
54044,2.2088773
134417,2.3857014
41051,2.1902213
142460,2.2589557
12569,2.300537
12127,2.3079178
128150,2.118127
143552,2.1112444
12122,2.232556
12121,2.1711879
12552,2.2308848
12553,2.2451332
12120,2.1978312
12551,2.1697907
12119,2.2160082
12545,2.2433565
6917,2.2565749
12528,2.276225
12108,2.2358267
134296,2.2151787
12109,2.3194282
133763,2.2229266
134511,2.3574748
12526,2.2884166
8103,2.2449129
12106,2.526459
12525,2.2411528
154628,2.275925
8123,2.4243503
12520,2.2955701
12104,2.2698555
12105,2.436694
12516,2.2623844
12103,2.2596004
127160,2.164881
12102,2.35881
130932,2.364496
11873,2.5186036
11874,2.3590267
12098,2.2201533
12100,2.2107923
12101,2.2952104
12502,2.2917438
123963,2.4435997
12503,2.4123552
11867,2.3767302
129471,2.3946223
114940,2.3805614
12495,2.4062045
12496,2.4151404
144973,2.4274864
133742,2.4107747
122064,2.4151273
12491,2.3777177
12091,2.4224164
5388,2.4502285
12490,2.369505
12487,2.3713224
12488,2.402898
127070,2.2997768
121383,2.3984623
12090,2.3590453
12473,2.4411004
12474,2.436966
120222,2.435291
12089,2.4060168
143645,2.4460235
132288,2.3672538
12086,2.4369755
12087,2.5217493
12470,2.4023085
145780,2.18534
145700,2.3923354
12469,2.403208
12467,2.4044855
8353,2.504896
107237,2.3838634
129173,2.3745563
12463,2.3604321
122150,2.4306293
6910,2.358773
12459,2.326385
12460,2.2898743
28990,2.4499674
11859,2.3682199
135363,2.3629956
123373,2.2800083
154730,2.4913628
146263,2.4036264
12442,2.3899674
26364,2.3946333
30822,2.4375482
128061,2.155223
146184,2.440396
12075,2.391351
12076,2.3536954
6662,2.3209898
12421,2.2281716
135395,2.3786137
12071,2.4126422
12403,2.315982
12404,2.3944156
105502,2.3957622
154501,2.3955808
122889,2.3818328
12398,2.3932407
12399,2.4400444
12069,2.3859713
9731,2.425369
12064,2.466712
12065,2.2945726
34017,2.4003
12385,2.3780732
29712,2.3938663
12377,2.3311267
12378,2.1579757
12061,2.2610013
12374,2.1826117
29201,2.3483598
12051,2.2889163
12052,2.2466166
114988,2.2092044
12044,2.174693
12045,2.3527672
11840,2.205709
12348,2.4326541
12035,2.243159
12037,2.1502938
12341,2.2592385
145318,2.467198
1323,2.1389463
12339,2.3430922
131519,2.2379618
12333,2.3024778
12334,2.2325249
12330,2.154851
131432,2.1731358
112440,2.2990713
12328,2.3359642
154161,2.305562
12317,2.1674125
12313,2.2496116
12314,2.2786033
131255,2.2969208
129135,2.2443528
12026,2.1455595
12027,2.2855585
12024,2.168331
104235,2.5321643
12303,2.317453
12304,2.2573948
128524,2.3558528
114166,2.229321
12021,2.203125
12022,2.3325791
12019,2.3986785
154412,2.3021784
79727,2.2149062
91337,2.3113337
114846,2.3352182
12272,2.3016837
140134,2.254765
129085,2.2473717
12016,2.1856134
12015,2.2447171
82226,2.2774513
140212,2.2721128
12000,2.1559684
110450,2.1995022
11999,2.3647943
12247,2.321379
11998,2.3553014
130589,2.3480914
9573,2.2645226
107247,2.2447512
130541,2.2737086
12241,2.2830637
115801,2.3358984
11996,2.2788768
12240,2.2269256
11991,2.5179129
79216,2.2699046
11992,2.195857
11993,2.17987
11994,2.3462458
61560,2.2702992
11988,2.1650605
11989,2.211525
12235,2.3592215
11820,2.287956
11821,2.193209
11985,2.2460737
11986,2.1602132
11987,2.1516788
118733,2.257416
126910,2.1978543
11983,2.1304936
11984,2.3997724
12231,2.2628877
12232,2.2757905
11818,2.198077
11819,2.4183514
12226,2.3411498
12227,2.3688874
12228,2.2849946
12229,2.2924688
11978,2.2411506
11979,2.1204789
11980,2.3390055
112094,2.3004632
134964,2.2608957
4859,2.3806667
11976,2.2193646
145577,2.2754152
11973,2.3154137
130407,2.2788005
106564,2.1635718
11971,2.2311673
12214,2.2957063
11967,2.136456
11968,2.123811
11963,2.3230772
11965,2.369475
11825,2.3100882
12205,2.1138809
12206,2.32745
11959,2.2851124
154620,2.5150127
115093,2.1207805
11955,2.2851734
11956,2.2977092
115092,2.3712525
82087,2.275694
5008,2.2131357
143581,2.222144
143580,2.1865568
12192,2.2366889
138156,2.246562
143587,2.2498178
143519,2.2595341
143527,2.1428986
143532,2.2817981
143545,2.2276764
11952,2.1796982
143577,2.1278186
7990,2.3434587
143564,2.4960644
143543,2.3131645
143530,2.3572338
143516,2.1098392
11808,2.14216
143528,2.2574904
143584,2.204148
143531,2.310071
143511,2.4184282
11807,2.3031905
11950,2.1790805
11951,2.2139454
143512,2.2849305
11947,2.6351786
11948,2.2248774
11949,2.3173306
143526,2.2082748
12185,2.2443058
12186,2.3221104
11945,2.2690287
11946,2.278502
143574,2.2049468
11944,2.131682
143513,2.645506
143521,2.2690787
123579,2.3287687
11941,2.2688098
121628,2.3207178
11802,2.304182
11803,2.2002327
11939,2.27643
147647,2.262501
143510,2.30425
11800,2.1262658
11931,2.3176665
11932,2.340567
11792,2.4710362
128446,2.3400695
11793,2.3259602
11928,2.4714618
11929,2.1820662
143520,2.2194061
11926,2.3135674
11927,2.4156969
123378,2.2769763
11923,2.277411
11924,2.195172
11925,2.2665646
11920,2.273292
11921,2.2051637
11914,2.1377556
11915,2.249453
11916,2.2071793
11917,2.179802
11918,2.3695345
16863,2.445447
16873,2.2627902
14979,2.2816741
16102,2.2948573
14940,2.318303
15507,2.343584
22302,2.367017
22304,2.1593215
22280,2.3072493
22282,2.3004205
17283,2.2828176
25552,2.1875775
25412,2.2541165
25423,2.2399795
23138,2.133506
25344,2.2419188
15944,2.3062708
15984,2.1825914
15985,2.116272
15943,2.2891266
15980,2.2234979
51561,2.3044322
117369,2.1807702
132757,2.2645817
51552,2.2991984
52692,2.2886977
52700,2.2781725
68430,2.208613
68431,2.2887185
68160,2.2462025
25671,2.2995813
59090,2.358865
68146,2.2571607
23394,2.2716038
67835,2.1427386
67709,2.4283392
67720,2.284464
67210,2.2838929
17180,2.2469456
126029,2.2697053
66885,2.2900224
63047,2.2292852
65940,2.265548
65664,2.2386773
65675,2.1873088
65457,2.2478554
65458,2.3507376
65322,2.2930632
126167,2.3396764
65135,2.3600776
65146,2.5085585
64978,2.1838067
23496,2.3744135
62992,2.2854328
64762,2.2917213
64614,2.294047
64625,2.23631
62970,2.23244
35977,2.4642835
63787,2.2556055
63798,2.3108294
63804,2.2841969
63538,2.2895703
63549,2.5229006
81965,2.3072286
82761,2.3052776
79577,2.262103
83976,2.4279325
83978,2.1546838
154243,2.2914758
87139,2.1219096
86902,2.2372308
86903,2.2840545
86904,2.1624322
86560,2.2638228
86571,2.299015
86207,2.2949367
86218,2.2674801
85797,2.1147013
85802,2.3436882
85667,2.2216291
85678,2.857721
85430,2.3299122
85431,2.2010498
85432,2.1680627
85223,2.4033713
85234,2.2797065
134924,2.2799575
134925,2.2898057
90185,2.2614217
90551,2.1771648
90507,2.2806568
90518,2.1887867
90529,2.2574365
90482,2.255848
90485,2.2287788
122207,2.3797524
122249,2.2871485
3747,2.375768
122239,2.3079267
122240,2.2075806
94022,2.2601964
94033,2.2736776
94044,2.1767733
94170,2.1379633
99046,2.3250837
99057,2.3353171
95260,2.25132
95261,2.3307636
95249,2.281148
95255,2.560898
98837,2.2826076
98838,2.2431026
96699,2.2037091
98821,2.2974737
96232,2.3584192
96242,2.3735182
95045,2.302746
95054,2.3231666
97036,2.3110242
97039,2.2974231
98087,2.275953
107223,2.4921021
107380,2.3906765
130779,2.3045392
107263,2.3903935
52200,2.3072236
52201,2.323524
52217,2.1111805
52218,2.3107426
108424,2.4276104
108425,2.3397384
108502,2.4424987
108523,2.408918
138618,2.5467625
123327,2.3690858
29461,2.407748
29463,2.426489
127329,2.32366
29455,2.369837
29456,2.3400455
29452,2.3339105
29453,2.4134088
29446,2.3404222
29447,2.3550649
29444,2.1130261
22790,2.278251
29441,2.2308044
29442,2.2462063
29443,2.3392706
29432,2.3652613
29433,2.3588092
29150,2.304558
109659,2.4391525
109806,2.3832314
109875,2.3670497
110087,2.1429894
110088,2.3142045
110278,2.3182957
110302,2.2911434
110674,2.3434515
110675,2.2349772
110676,2.5405116
110677,2.4287872
110678,2.3813398
110679,2.2006485
110680,2.4148133
110666,2.3435414
110667,2.2333593
110668,2.2540457
110669,2.13988
110670,2.3376992
132853,2.1792624
111053,2.2292833
111228,2.147642
21478,2.1688583
111396,2.2670941
57400,2.3663785
111269,2.3583028
111270,2.1999633
111361,2.3608167
111362,2.3645833
112049,2.3334076
112050,2.2011387
112023,2.312009
147868,2.4742253
111904,2.2882802
111979,2.3709514
111953,2.2306848
76812,2.4580643
112243,2.4058645
112244,2.2969413
112245,2.3533003
112246,2.2940462
151845,2.487749
108928,2.1948793
112494,2.2990608
57418,2.3919885
113146,2.468661
68053,2.1991143
86396,2.306542
23696,2.485993
107611,2.3928337
133364,2.2480228
57828,2.291673
50642,2.3645406
113027,2.1505044
37014,2.246042
112782,2.239023
113008,2.4017982
110345,2.3403857
113006,2.2079158
112797,2.1908526
112798,2.151168
112778,2.1583662
112779,2.108491
112974,2.3157578
112975,2.2150884
112936,2.2419543
112937,2.2805865
113423,2.118138
113424,2.2664726
113425,2.337342
44698,2.3278177
44846,2.3131163
124639,2.2086866
44841,2.352363
154834,2.240556
138455,2.225752
141147,2.3889968
124476,2.3577352
44685,2.3969114
44263,2.3050344
44704,2.269187
88733,2.294071
88672,2.3655117
88673,2.2944133
88688,2.2765484
114662,2.2955446
114663,2.3270733
115172,2.2932024
115173,2.2748473
23612,2.4432032
91611,2.203662
116051,2.2039607
115958,2.279129
115959,2.2523441
116230,2.349937
116231,2.266183
116232,2.3208778
116233,2.3541505
116234,2.377314
116235,2.3143947
116236,2.338464
116237,2.4438663
116238,2.2909424
21261,2.4007702
21264,2.3159015
110095,2.333978
142583,2.279384
87899,2.4411037
120938,2.2516065
14272,2.1366541
22332,2.1923883
119721,2.2243571
67021,2.2133622
119076,2.307278
88009,2.3249626
119017,2.3440902
119018,2.337255
119019,2.3899398
119472,2.4787645
119473,2.3579152
98878,2.3865478
46212,2.2953517
119865,2.3079507
119866,2.1266434
119909,2.2275736
119964,2.3564746
120701,2.3362951
120702,2.3519654
62715,2.1509016
120681,2.3848116
85417,2.3594556
120565,2.3286638
120370,2.2173347
120371,2.4336488
76202,2.2444918
120502,2.4520578
120489,2.2875783
120490,2.3179097
121590,2.2481866
69365,2.139341
122296,2.396241
122297,2.2708514
122455,2.263676
122456,2.1561375
152534,2.3442512
152535,2.3096702
152439,2.4152768
133242,2.2797263
152450,2.156069
152497,2.310917
152446,2.113096
152474,2.3243463
152475,2.2070484
152470,2.2624147
152471,2.2803125
123413,2.204162
115337,2.3446665
1922,2.369219
123539,2.285492
125475,2.1362848
125476,2.29152
125750,2.4398012
125751,2.2004542
125931,2.373583
115667,2.2260067
71087,2.2590673
150660,2.407168
36468,2.151526
42386,2.324799
40448,2.235386
40455,2.1613967
44322,2.3212304
10857,2.3723626
44229,2.1761582
44233,2.3325217
44065,2.328021
44069,2.3821788
125440,2.4296582
44010,2.1924052
44020,2.3785472
43737,2.5061688
43738,2.2921634
43339,2.5185916
125541,2.1719244
42907,2.354013
42908,2.3271112
42533,2.2769701
42543,2.2298527
42441,2.3281708
42452,2.2240183
42463,2.2585816
42087,2.327544
42097,2.382472
41926,2.3092265
41927,2.245575
151194,2.3124723
41295,2.4004304
40067,2.4940746
41172,2.289138
40065,2.2944095
41150,2.394944
41084,2.4806945
41092,2.2358825
40685,2.1636882
40693,2.2641914
127199,2.5004072
127200,2.2386327
127467,2.2486773
127528,2.3208413
51867,2.2791362
128023,2.3553123
128141,2.270444
128170,2.431399
128327,2.3311896
128328,2.2796986
128444,2.1590893
128445,2.3942792
67665,2.4194772
67666,2.404124
67667,2.3698485
67668,2.2946181
82554,2.3459904
82555,2.2428772
118407,2.5288565
56852,2.352341
129837,2.2077959
129838,2.2945704
129839,2.3117518
129840,2.2675784
129855,2.3772411
129856,2.157578
129835,2.2645042
129836,2.2968087
129852,2.3622413
129853,2.39069
129957,2.2087343
129968,2.3148358
25188,2.3135283
130261,2.2621741
15666,2.3208652
15668,2.4248548
139792,2.3547204
67179,2.3149424
67181,2.3427355
130829,2.2758791
130830,2.3541615
140319,2.3112943
131041,2.2706058
127388,2.4549665
131027,2.3006985
106660,2.489487
77624,2.4262345
130955,2.2740297
85311,2.2709906
130911,2.5935986
115751,2.3322997
130912,2.1998217
130838,2.2603858
130839,2.373853
131063,2.2675853
131064,2.3339725
131085,2.215907
131086,2.2257898
46921,2.3881059
87314,2.1214378
131297,2.312028
131299,2.39967
131952,2.387184
131954,2.4741397
131955,2.3523262
133421,2.3694508
133423,2.27195
108914,2.4771893
129974,2.310762
133728,2.3711138
68041,2.356853
133784,2.4087634
133786,2.2475562
107938,2.6043549
133782,2.3520637
109095,2.270935
112073,2.3064673
27431,2.2630372
134429,2.3368003
124062,2.2671325
41672,2.3505707
134392,2.3385332
134393,2.2121367
133723,2.4451776
134377,2.343107
133776,2.3748238
134342,2.394679
133721,2.3875656
120333,2.3774657
134324,2.2690375
134316,2.145661
70443,2.3372443
134299,2.5809598
134300,2.1963255
134270,2.5236335
134271,2.2945604
133711,2.2012548
133045,2.3855648
133710,2.341425
134134,2.2929802
134126,2.374945
113653,2.2822783
76462,2.3257987
134123,2.3483014
134108,2.4532468
134110,2.503595
134111,2.3422544
133761,2.2273257
133762,2.2032154
134013,2.1928902
128029,2.298262
133754,2.3461537
133755,2.3231177
133753,2.3626223
133971,2.2528327
133924,2.2571783
133925,2.6098318
133926,2.3195949
135428,2.2965624
135429,2.2152627
135951,2.2106562
135953,2.2635884
68610,2.434056
68728,2.2676437
68729,2.2161767
68730,2.231106
70053,2.2887983
68725,2.2386987
136906,2.2676857
136925,2.2652254
43691,2.3477457
43895,2.2079005
43745,2.2744281
43746,2.3574476
110522,2.2782817
31093,2.2018385
684,2.3118303
10928,2.4519222
138950,2.33936
138951,2.4768178
138932,2.4830399
57785,2.514063
139438,2.3211462
139439,2.3045259
140130,2.3644688
134600,2.3862925
140350,2.3373072
127749,2.3402624
38131,2.3425124
66582,2.2779992
132976,2.3997555
107427,2.354741
141204,2.3246748
89687,2.3248096
141106,2.1898642
141107,2.3503075
23734,2.430415
141102,2.2712762
107421,2.1828768
60165,2.3863757
57837,2.2707698
141628,2.317238
141629,2.399048
142454,2.3642519
142455,2.2281497
143101,2.1607215
143102,2.3438754
143103,2.3263783
142811,2.2821975
143095,2.3108444
142809,2.3254128
141489,2.3248072
142807,2.186281
140821,2.307623
133267,2.1435244
143051,2.3943024
143026,2.1579962
143009,2.354844
143010,2.3150136
142970,2.289687
142971,2.2553399
142794,2.2482755
142956,2.2153616
142943,2.3243203
142944,2.3707452
129313,2.3599265
142905,2.2742918
142902,2.3066182
142903,2.4266703
142814,2.3226626
142815,2.551637
142816,2.281446
143374,2.2474227
143375,2.3481565
143376,2.2388065
136873,2.4750144
143368,2.278294
143369,2.417205
143370,2.410896
143372,2.5390322
143402,2.223191
143403,2.2058334
143404,2.2199314
143405,2.3724482
59125,2.2504525
59126,2.4249651
59107,2.173378
51919,2.2446523
135663,2.2548494
149331,2.1364298
923,2.303872
924,2.3042471
144576,2.3020184
144602,2.2411714
71068,2.3223252
43522,2.3911867
71066,2.2484405
66,2.2177982
9734,2.3144515
71077,2.2887585
17715,2.2593312
17716,2.25762
69309,2.2536564
69310,2.2345679
116824,2.314146
116825,2.1981165
116752,2.2918887
116753,2.2599723
116745,2.3558729
78330,2.2899551
116666,2.2397943
116667,2.2533352
144932,2.120075
144933,2.239989
145047,2.2151408
145048,2.3702521
145153,2.2656076
145154,2.2946036
113338,2.3333995
11705,2.1779394
145473,2.1417954
145520,2.2376895
145753,2.178722
77306,2.2229848
100654,2.1097643
100695,2.261701
145829,2.2632098
145830,2.230942
110583,2.2937627
146053,2.1799953
147267,2.413999
147269,2.523908
147904,2.4467595
147905,2.5019424
148242,2.354656
4553,2.5057604
107623,2.3368213
140173,2.285382
146849,2.2431448
139133,2.5577986
139134,2.344632
139248,2.5312665
148840,2.4812162
148860,2.4465816
148862,2.4599497
149395,2.4865563
149896,2.3275104
149661,2.4791853
142972,2.353407
149623,2.4909503
149624,2.3439775
149575,2.4684923
149576,2.3145075
149545,2.5057025
149546,2.4142983
140610,2.56478
2155,2.5358126
91060,2.5020049
150306,2.5468194
150307,2.544904
14998,2.5817413
111734,2.5563889
150213,2.3968382
132169,2.468915
150205,2.5985582
150206,2.3702788
60659,2.5291286
