Product_id Rating Timestamp Reviewer_id
465 5 1388620800 93167
465 5 1388880000 93166
465 4 1389052800 93036
465 5 1389484800 55112
465 5 1389484800 93165
465 3 1389830400 23480
465 5 1390953600 93573
465 5 1391990400 93569
465 5 1392508800 49449
465 5 1393286400 93564
465 4 1394150400 1443
465 4 1394409600 31281
465 4 1394409600 93552
465 5 1394755200 16267
465 4 1396051200 93027
465 4 1396569600 93025
465 5 1397347200 43995
465 5 1397520000 75054
465 5 1398297600 93518
465 5 1398729600 93157
465 5 1398729600 93509
465 4 1399161600 93504
465 5 1399334400 93156
465 5 1400544000 93154
465 5 1400803200 93153
465 5 1400803200 63197
465 3 1400889600 92952
465 4 1401494400 7198
465 5 1401667200 93150
465 5 1401667200 28669
465 5 1401753600 93149
465 5 1401753600 37394
465 5 1402444800 93474
465 4 1403049600 93023
465 3 1403136000 7174
465 5 1403222400 93466
465 4 1403222400 39517
465 3 1403654400 93461
465 3 1404259200 92949
465 5 1404691200 93145
465 4 1404864000 18002
465 4 1404950400 93443
465 4 1404950400 44462
465 4 1405209600 25690
465 4 1405209600 5321
465 4 1405209600 31661
465 4 1405209600 20949
465 5 1405382400 23235
465 4 1405555200 83068
465 4 1405641600 93019
465 5 1405728000 93431
465 5 1405728000 93432
465 2 1405900800 93428
465 4 1406160000 93018
465 5 1407369600 24682
465 5 1407369600 93409
465 5 1407456000 93404
465 5 1407801600 93141
465 5 1407801600 79740
465 3 1407801600 6589
465 3 1407888000 1669
465 5 1408060800 93398
465 3 1408147200 93395
465 5 1408320000 93139
465 5 1408320000 93140
465 4 1408492800 93013
465 4 1408492800 93388
465 5 1408924800 33693
465 4 1408924800 80257
465 4 1408924800 17369
465 4 1409011200 38826
465 4 1409011200 93385
465 3 1409356800 1321
465 4 1409443200 12782
465 4 1409443200 85327
465 4 1409529600 93379
465 2 1409616000 93376
465 1 1410048000 92850
465 1 1410048000 93373
465 4 1410134400 93371
465 3 1410480000 92945
465 2 1411516800 93359
465 2 1411948800 7093
465 2 1412294400 92901
465 5 1413244800 17825
465 3 1413417600 93339
465 3 1413763200 93336
465 5 1415059200 32418
465 3 1415145600 2362
465 3 1415750400 93321
465 3 1415923200 93318
465 3 1416182400 93317
465 3 1416700800 93310
465 4 1417824000 93003
465 4 1417824000 1141
465 3 1418083200 92943
465 5 1418428800 93297
465 5 1418688000 63860
465 4 1419206400 84331
465 4 1419638400 93286
465 4 1419638400 93287
465 2 1419897600 93283
465 5 1419984000 93280
175 5 1388620800 14103
175 5 1389139200 11658
175 5 1389139200 46547
175 5 1390435200 4172
175 5 1390867200 36167
175 5 1393286400 4103
175 5 1394150400 7817
175 5 1394150400 46532
175 5 1394582400 46530
175 5 1394755200 5419
175 5 1394928000 46394
175 5 1395100800 46393
175 5 1396224000 5681
175 5 1396224000 46519
175 5 1397347200 46514
175 5 1397347200 46515
175 5 1400284800 46505
175 4 1401148800 4404
175 4 1401148800 46502
175 4 1401753600 5647
175 5 1402617600 46499
175 5 1402790400 46496
175 5 1403568000 1814
175 5 1403827200 11809
175 5 1405900800 46481
175 5 1407110400 6210
175 5 1407196800 14630
175 5 1407283200 46475
175 5 1407369600 46473
175 5 1407456000 36414
175 5 1408060800 46469
175 5 1409529600 46465
175 5 1413763200 10761
175 5 1416355200 41177
175 5 1417219200 46434
175 3 1417564800 15556
175 5 1417651200 19389
175 5 1418774400 15387
413 4 1390867200 16520
413 4 1391299200 34875
413 5 1391817600 39453
413 5 1393718400 66381
413 5 1396656000 2001
413 5 1404000000 50132
413 3 1407628800 125978
413 4 1409184000 4296
737 5 1405555200 122315
737 5 1406419200 137066
737 5 1413676800 130387
737 5 1419724800 71016
249 5 1404691200 35771
249 5 1414022400 57321
227 5 1390348800 54974
227 5 1391299200 4181
227 5 1391472000 14041
227 5 1392249600 54971
227 4 1392595200 2707
227 5 1393372800 16987
227 3 1393718400 9056
227 5 1394409600 54863
227 5 1394496000 4798
227 5 1394496000 1719
227 5 1394841600 54861
227 5 1394841600 54862
227 5 1395360000 24388
227 5 1395446400 35239
227 4 1402272000 34474
227 4 1402272000 8010
227 4 1402704000 54842
227 5 1403913600 54934
227 5 1405036800 54930
227 4 1406678400 54922
227 4 1408752000 54916
227 5 1411689600 54906
227 5 1412380800 26556
227 5 1412640000 54903
227 5 1412899200 10445
227 4 1414972800 8996
227 1 1416614400 54828
227 5 1417478400 2644
227 5 1417651200 54855
452 5 1394409600 90160
452 5 1394409600 90161
452 4 1414886400 90148
785 5 1388534400 51556
785 4 1390780800 27082
785 5 1396051200 49543
785 5 1398470400 43940
785 5 1402790400 34293
785 5 1413158400 39205
785 4 1413590400 19503
785 5 1416614400 143456
785 4 1417219200 113826
785 5 1417478400 143439
864 5 1394150400 73730
864 5 1418860800 151731
886 3 1388966400 2488
886 5 1389139200 154122
886 5 1389139200 154123
886 5 1389571200 154163
886 5 1389571200 154164
886 5 1397779200 154146
886 4 1401494400 8794
886 5 1411862400 7320
886 3 1412899200 45138
886 5 1413676800 154137
756 4 1391472000 65358
756 5 1391904000 139140
756 5 1395014400 84169
756 4 1397260800 139135
756 4 1397520000 39760
756 4 1401753600 139066
756 4 1411171200 19648
756 4 1411257600 9419
756 5 1416700800 19412
756 4 1418601600 5457
257 4 1390348800 59720
257 4 1390435200 59612
257 4 1404000000 43264
164 5 1403049600 44878
164 5 1403049600 44879
164 4 1404604800 44954
164 4 1406937600 8633
164 4 1406937600 44947
164 3 1407974400 44867
164 5 1408320000 44875
164 4 1408320000 5839
164 4 1408320000 1543
164 4 1411776000 9407
164 5 1413936000 44873
164 4 1416873600 44907
164 4 1418083200 3410
164 3 1419984000 44895
376 5 1394928000 26557
376 5 1409356800 29724
376 5 1410134400 78020
376 3 1417996800 7914
20 5 1398297600 6851
20 5 1398384000 6803
20 5 1398384000 6804
20 5 1398384000 6849
20 5 1398470400 6847
20 5 1398816000 6844
20 5 1399852800 6841
20 1 1410134400 6824
6 5 1388966400 2233
6 5 1393891200 2089
6 5 1395100800 2208
6 5 1397952000 2195
6 3 1398902400 2189
6 5 1399507200 2184
6 5 1399766400 2181
6 5 1403654400 2087
191 5 1392336000 56035
191 5 1397865600 56029
191 5 1413072000 55997
264 4 1407369600 5130
264 4 1407369600 14995
264 1 1407456000 61790
264 5 1407542400 61708
264 5 1407542400 61709
264 5 1407542400 20468
264 5 1407542400 61788
264 5 1407628800 61785
264 5 1407628800 61786
264 5 1407628800 17035
264 5 1407888000 20947
264 5 1407888000 61783
264 1 1408147200 61779
264 5 1410652800 44903
264 4 1410912000 61761
264 5 1414368000 4256
264 4 1414454400 61748
264 4 1414454400 10193
264 4 1415404800 61740
264 3 1415923200 56267
264 4 1416182400 61733
264 4 1416528000 60857
264 3 1419033600 61721
264 4 1419638400 61703
264 4 1419724800 9338
264 5 1419811200 61715
395 5 1411948800 80464
395 5 1411948800 64339
395 5 1411948800 80503
395 5 1412985600 75269
395 5 1412985600 80498
395 5 1413331200 71664
395 5 1413417600 80494
395 5 1413676800 80463
395 5 1416009600 65222
395 5 1418515200 80472
395 5 1418688000 80470
398 4 1388620800 15604
398 3 1390867200 71353
398 5 1391299200 4158
398 5 1393632000 80814
398 5 1398297600 19111
398 3 1399593600 80799
398 3 1400112000 47808
398 5 1401062400 59453
398 4 1401321600 80791
398 5 1405814400 2363
398 4 1407369600 80776
398 4 1408924800 17236
398 4 1409443200 61992
398 4 1409529600 80769
398 5 1409875200 80717
398 5 1409961600 15526
398 3 1410566400 80763
398 4 1411257600 80758
398 5 1413072000 80752
398 4 1415750400 4441
398 4 1415750400 2461
398 5 1418601600 17840
398 4 1419033600 80740
398 5 1419724800 10724
398 5 1419724800 20639
454 2 1388880000 90910
454 4 1389052800 28780
454 5 1390608000 49557
454 5 1390608000 26538
454 4 1391212800 90902
454 5 1392508800 87262
454 2 1394064000 90553
454 5 1394236800 19282
454 5 1394323200 90874
454 5 1394323200 90875
454 4 1396137600 923
454 4 1399766400 8794
454 4 1399939200 90845
454 1 1400371200 90843
454 4 1400371200 55882
454 4 1400889600 10107
454 4 1401840000 90832
454 4 1401926400 90593
454 1 1402963200 90820
454 4 1403308800 18231
454 4 1405987200 8141
454 4 1405987200 36610
454 1 1406332800 90799
454 4 1406419200 37957
454 1 1406937600 90500
454 5 1407974400 83567
454 1 1411171200 41287
454 5 1412035200 90766
454 3 1413244800 28219
454 4 1414281600 25509
454 4 1415491200 90743
454 3 1415577600 1205
454 3 1415577600 71173
454 4 1416268800 5466
454 4 1417305600 87487
454 4 1417305600 18185
454 5 1417824000 36498
454 4 1418083200 90725
454 4 1418428800 90722
454 4 1418428800 58843
454 3 1419465600 5284
568 5 1391904000 31731
568 4 1419638400 105018
594 4 1392681600 21187
594 5 1393113600 8479
594 4 1394841600 1766
594 5 1398902400 118336
594 5 1398902400 118337
594 5 1398902400 118338
594 3 1408752000 118315
594 4 1414713600 118304
839 3 1389571200 148588
839 5 1408147200 11374
839 3 1408320000 28228
839 4 1408924800 84599
310 4 1389916800 68466
310 4 1390867200 68332
310 5 1391904000 68365
310 5 1393804800 68457
310 2 1394496000 7430
310 5 1394582400 68364
310 5 1395619200 68451
310 4 1398211200 68443
310 4 1398729600 68441
310 5 1401667200 10067
310 4 1406419200 68329
310 4 1416096000 54119
310 5 1416441600 68359
310 5 1419811200 54647
318 5 1406419200 69536
163 5 1405728000 44829
365 5 1415750400 82031
664 5 1390089600 8207
664 5 1416528000 87474
671 4 1396051200 47227
397 5 1406419200 80696
397 5 1406851200 33184
397 5 1407542400 31515
397 5 1407628800 80656
397 5 1407801600 80688
397 5 1410134400 80654
397 5 1413072000 31681
397 5 1415232000 80653
380 4 1388707200 1734
380 4 1388793600 41968
380 4 1390867200 36081
380 4 1390867200 28189
380 3 1391385600 21209
380 4 1393718400 9642
380 4 1394236800 44447
380 4 1397347200 1048
380 2 1398211200 79092
380 4 1399161600 78407
380 4 1399248000 3902
380 4 1399248000 79087
380 5 1399680000 79083
380 5 1400630400 79020
380 4 1401235200 4355
380 2 1401494400 78368
380 5 1405728000 79065
380 4 1407715200 79058
380 5 1408147200 79018
380 4 1408320000 70878
380 4 1413331200 10922
380 4 1413417600 13270
380 5 1419120000 15143
250 5 1388620800 30653
250 5 1389571200 57517
